"Lp","Id","Nazwa instytucji","Data utworzenia / data wpisu do ewiencji uczelni niepublicznych","Organ nadzorujący","Rodzaj instytucji","Państwowy Instytut Badawczy","Rok od kiedy Państwowy Instytut Badawczy","Data postawienia w stan likwidacji","Data likwidacji","Typ uczelni","Typ instytucji naukowej","REGON","NIP","KRS","Numer uczelni nadany przez ministra","Numer wpisu do ewidencji uczelni niepublicznych","Numer rejestru instytutów PAN","Strona www","Adres e-mail","Telefon","Adres skrzynki podawczej","Kraj","Województwo","Adres - ulica","Adres - numer","Adres - kod pocztowy","Adres - miasto","Dane osoby kierującej podmiotem","Identyfikator osoby kierującej podmiotem","Skład federacji - Nazwa instytucji","Skład federacji - Identyfikator instytucji","Skład federacji - W federacji od","Skład federacji - W federacji do","Nazwy - Nazwa","Nazwy - Data nadania nazwy","Instytucje poprzedzające - Nazwa instytucji","Instytucje poprzedzające - ID instytucji","Instytucje poprzedzające - REGON","Instytucje poprzedzające - NIP","Instytucje poprzedzające - KRS","Instytucje poprzedzające - Numer w rejestrze PAN","Instytucje poprzedzające - Numer w ewidencji uczelni niepublicznych","Instytucje poprzedzające - Organ nadzorujący","Instytucje poprzedzające - Rodzaj przekształcenia","Instytucje poprzedzające - Data przekształcenia","Instytucje dziedziczące - Nazwa instytucji","Instytucje dziedziczące - ID instytucji","Instytucje dziedziczące - REGON","Instytucje dziedziczące - NIP","Instytucje dziedziczące - KRS","Instytucje dziedziczące - Numer w rejestrze PAN","Instytucje dziedziczące - Numer w ewidencji uczelni niepublicznych","Instytucje dziedziczące - Organ nadzorujący","Instytucje dziedziczące - Rodzaj przekształcenia","Instytucje dziedziczące - Data przekształcenia","Historia zmian organu - Organ nadzorujący","Historia zmian organu - Data przypisania do organu","Historia zmian statusu - Status","Historia zmian statusu - Data nadania statusu","Historia zmian typu - Typ","Historia zmian typu - Data nadania typu","Historia zmian adresu - Adres","Historia zmian adresu - Data otrzymania adresu"
"1266","10104d5b-8342-476d-a50f-e84ec4c04676","Sieć Badawcza Łukasiewicz - Instytut Elektrotechniki","1946-09-01","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","","","instytut Sieci Łukasiewicz","387388984","5250007684","0000857831","","","","http://iel.lukasiewicz.gov.pl","sekretariat@iel.lukasiewicz.gov.pl","22 112 52 05","/IELPL/SkrytkaESP","Polska","mazowieckie","ul. Mieczysława Pożaryskiego","28","04-703","Warszawa","Sebastian Wydra - Dyrektor instytutu SBŁ","",,,,,"Instytut Elektrotechniki","1946-09-01",,,,,,,,,,,,,,,,,,,,,"Centrum Łukasiewicz","2019-04-01","Działająca","1946-09-01","instytut badawczy","1946-09-01","ul. Mieczysława Pożaryskiego 28, 04-703 Warszawa, woj. mazowieckie, Polska","1946-09-01"
"1267","10104d5b-8342-476d-a50f-e84ec4c04676","Sieć Badawcza Łukasiewicz - Instytut Elektrotechniki","1946-09-01","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","","","instytut Sieci Łukasiewicz","387388984","5250007684","0000857831","","","","http://iel.lukasiewicz.gov.pl","sekretariat@iel.lukasiewicz.gov.pl","22 112 52 05","/IELPL/SkrytkaESP","Polska","mazowieckie","ul. Mieczysława Pożaryskiego","28","04-703","Warszawa","Sebastian Wydra - Dyrektor instytutu SBŁ","",,,,,"Instytut Elektrotechniki","1946-09-01",,,,,,,,,,,,,,,,,,,,,"Centrum Łukasiewicz","2019-04-01","Działająca","1946-09-01","instytut Sieci Łukasiewicz","2019-04-01","ul. Mieczysława Pożaryskiego 28, 04-703 Warszawa, woj. mazowieckie, Polska","1946-09-01"
"1268","10104d5b-8342-476d-a50f-e84ec4c04676","Sieć Badawcza Łukasiewicz - Instytut Elektrotechniki","1946-09-01","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","","","instytut Sieci Łukasiewicz","387388984","5250007684","0000857831","","","","http://iel.lukasiewicz.gov.pl","sekretariat@iel.lukasiewicz.gov.pl","22 112 52 05","/IELPL/SkrytkaESP","Polska","mazowieckie","ul. Mieczysława Pożaryskiego","28","04-703","Warszawa","Sebastian Wydra - Dyrektor instytutu SBŁ","",,,,,"Sieć Badawcza Łukasiewicz - Instytut Elektrotechniki","2019-04-01",,,,,,,,,,,,,,,,,,,,,"Minister Gospodarki","1946-09-01","Działająca","1946-09-01","instytut badawczy","1946-09-01","ul. Mieczysława Pożaryskiego 28, 04-703 Warszawa, woj. mazowieckie, Polska","1946-09-01"
"1269","10104d5b-8342-476d-a50f-e84ec4c04676","Sieć Badawcza Łukasiewicz - Instytut Elektrotechniki","1946-09-01","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","","","instytut Sieci Łukasiewicz","387388984","5250007684","0000857831","","","","http://iel.lukasiewicz.gov.pl","sekretariat@iel.lukasiewicz.gov.pl","22 112 52 05","/IELPL/SkrytkaESP","Polska","mazowieckie","ul. Mieczysława Pożaryskiego","28","04-703","Warszawa","Sebastian Wydra - Dyrektor instytutu SBŁ","",,,,,"Sieć Badawcza Łukasiewicz - Instytut Elektrotechniki","2019-04-01",,,,,,,,,,,,,,,,,,,,,"Minister Gospodarki","1946-09-01","Działająca","1946-09-01","instytut Sieci Łukasiewicz","2019-04-01","ul. Mieczysława Pożaryskiego 28, 04-703 Warszawa, woj. mazowieckie, Polska","1946-09-01"
"1270","10104d5b-8342-476d-a50f-e84ec4c04676","Sieć Badawcza Łukasiewicz - Instytut Elektrotechniki","1946-09-01","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","","","instytut Sieci Łukasiewicz","387388984","5250007684","0000857831","","","","http://iel.lukasiewicz.gov.pl","sekretariat@iel.lukasiewicz.gov.pl","22 112 52 05","/IELPL/SkrytkaESP","Polska","mazowieckie","ul. Mieczysława Pożaryskiego","28","04-703","Warszawa","Sebastian Wydra - Dyrektor instytutu SBŁ","",,,,,"Sieć Badawcza Łukasiewicz - Instytut Elektrotechniki","2019-04-01",,,,,,,,,,,,,,,,,,,,,"Minister Rozwoju i Technologii (poprzednio MRPiT)","2015-11-16","Działająca","1946-09-01","instytut badawczy","1946-09-01","ul. Mieczysława Pożaryskiego 28, 04-703 Warszawa, woj. mazowieckie, Polska","1946-09-01"
"1271","10104d5b-8342-476d-a50f-e84ec4c04676","Sieć Badawcza Łukasiewicz - Instytut Elektrotechniki","1946-09-01","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","","","instytut Sieci Łukasiewicz","387388984","5250007684","0000857831","","","","http://iel.lukasiewicz.gov.pl","sekretariat@iel.lukasiewicz.gov.pl","22 112 52 05","/IELPL/SkrytkaESP","Polska","mazowieckie","ul. Mieczysława Pożaryskiego","28","04-703","Warszawa","Sebastian Wydra - Dyrektor instytutu SBŁ","",,,,,"Sieć Badawcza Łukasiewicz - Instytut Elektrotechniki","2019-04-01",,,,,,,,,,,,,,,,,,,,,"Minister Rozwoju i Technologii (poprzednio MRPiT)","2015-11-16","Działająca","1946-09-01","instytut Sieci Łukasiewicz","2019-04-01","ul. Mieczysława Pożaryskiego 28, 04-703 Warszawa, woj. mazowieckie, Polska","1946-09-01"
"1272","10104d5b-8342-476d-a50f-e84ec4c04676","Sieć Badawcza Łukasiewicz - Instytut Elektrotechniki","1946-09-01","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","","","instytut Sieci Łukasiewicz","387388984","5250007684","0000857831","","","","http://iel.lukasiewicz.gov.pl","sekretariat@iel.lukasiewicz.gov.pl","22 112 52 05","/IELPL/SkrytkaESP","Polska","mazowieckie","ul. Mieczysława Pożaryskiego","28","04-703","Warszawa","Sebastian Wydra - Dyrektor instytutu SBŁ","",,,,,"Sieć Badawcza Łukasiewicz - Instytut Elektrotechniki","2019-04-01",,,,,,,,,,,,,,,,,,,,,"Minister Przedsiębiorczości i Technologii","2018-01-11","Działająca","1946-09-01","instytut badawczy","1946-09-01","ul. Mieczysława Pożaryskiego 28, 04-703 Warszawa, woj. mazowieckie, Polska","1946-09-01"
"1273","10104d5b-8342-476d-a50f-e84ec4c04676","Sieć Badawcza Łukasiewicz - Instytut Elektrotechniki","1946-09-01","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","","","instytut Sieci Łukasiewicz","387388984","5250007684","0000857831","","","","http://iel.lukasiewicz.gov.pl","sekretariat@iel.lukasiewicz.gov.pl","22 112 52 05","/IELPL/SkrytkaESP","Polska","mazowieckie","ul. Mieczysława Pożaryskiego","28","04-703","Warszawa","Sebastian Wydra - Dyrektor instytutu SBŁ","",,,,,"Sieć Badawcza Łukasiewicz - Instytut Elektrotechniki","2019-04-01",,,,,,,,,,,,,,,,,,,,,"Minister Przedsiębiorczości i Technologii","2018-01-11","Działająca","1946-09-01","instytut Sieci Łukasiewicz","2019-04-01","ul. Mieczysława Pożaryskiego 28, 04-703 Warszawa, woj. mazowieckie, Polska","1946-09-01"
"1274","10104d5b-8342-476d-a50f-e84ec4c04676","Sieć Badawcza Łukasiewicz - Instytut Elektrotechniki","1946-09-01","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","","","instytut Sieci Łukasiewicz","387388984","5250007684","0000857831","","","","http://iel.lukasiewicz.gov.pl","sekretariat@iel.lukasiewicz.gov.pl","22 112 52 05","/IELPL/SkrytkaESP","Polska","mazowieckie","ul. Mieczysława Pożaryskiego","28","04-703","Warszawa","Sebastian Wydra - Dyrektor instytutu SBŁ","",,,,,"Sieć Badawcza Łukasiewicz - Instytut Elektrotechniki","2019-04-01",,,,,,,,,,,,,,,,,,,,,"Centrum Łukasiewicz","2019-04-01","Działająca","1946-09-01","instytut badawczy","1946-09-01","ul. Mieczysława Pożaryskiego 28, 04-703 Warszawa, woj. mazowieckie, Polska","1946-09-01"
"1275","10104d5b-8342-476d-a50f-e84ec4c04676","Sieć Badawcza Łukasiewicz - Instytut Elektrotechniki","1946-09-01","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","","","instytut Sieci Łukasiewicz","387388984","5250007684","0000857831","","","","http://iel.lukasiewicz.gov.pl","sekretariat@iel.lukasiewicz.gov.pl","22 112 52 05","/IELPL/SkrytkaESP","Polska","mazowieckie","ul. Mieczysława Pożaryskiego","28","04-703","Warszawa","Sebastian Wydra - Dyrektor instytutu SBŁ","",,,,,"Sieć Badawcza Łukasiewicz - Instytut Elektrotechniki","2019-04-01",,,,,,,,,,,,,,,,,,,,,"Centrum Łukasiewicz","2019-04-01","Działająca","1946-09-01","instytut Sieci Łukasiewicz","2019-04-01","ul. Mieczysława Pożaryskiego 28, 04-703 Warszawa, woj. mazowieckie, Polska","1946-09-01"
"1276","cffc30b5-ce5c-43b7-818e-2e14a5dddb4a","Sieć Badawcza Łukasiewicz - Instytut Farmaceutyczny","1951-12-07","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","2020-06-01","","instytut Sieci Łukasiewicz","000044032","5250009128","","","","","http://www.ifarm.eu","kontakt@ifarm.eu","22-456-39-00","","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","","",,,,,"Instytut Farmaceutyczny","1951-12-07",,,,,,,,,,,"Sieć Badawcza Łukasiewicz - Instytut Chemii Przemysłowej imienia Profesora Ignacego Mościckiego","28588547-04c9-4a2a-ae3c-2396a1a5c7a1","387049383","5252836114","0000857893","","","Centrum Łukasiewicz","Włączenie","2020-06-01","Minister Gospodarki","1951-12-07","Działająca","1951-12-07","instytut badawczy","1951-12-07","ul. Ludwika Rydygiera 8/-, 01-793 Warszawa, woj. mazowieckie, Polska","1951-12-07"
"1277","cffc30b5-ce5c-43b7-818e-2e14a5dddb4a","Sieć Badawcza Łukasiewicz - Instytut Farmaceutyczny","1951-12-07","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","2020-06-01","","instytut Sieci Łukasiewicz","000044032","5250009128","","","","","http://www.ifarm.eu","kontakt@ifarm.eu","22-456-39-00","","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","","",,,,,"Instytut Farmaceutyczny","1951-12-07",,,,,,,,,,,"Sieć Badawcza Łukasiewicz - Instytut Chemii Przemysłowej imienia Profesora Ignacego Mościckiego","28588547-04c9-4a2a-ae3c-2396a1a5c7a1","387049383","5252836114","0000857893","","","Centrum Łukasiewicz","Włączenie","2020-06-01","Minister Gospodarki","1951-12-07","Działająca","1951-12-07","instytut Sieci Łukasiewicz","2019-04-01","ul. Ludwika Rydygiera 8/-, 01-793 Warszawa, woj. mazowieckie, Polska","1951-12-07"
"1278","cffc30b5-ce5c-43b7-818e-2e14a5dddb4a","Sieć Badawcza Łukasiewicz - Instytut Farmaceutyczny","1951-12-07","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","2020-06-01","","instytut Sieci Łukasiewicz","000044032","5250009128","","","","","http://www.ifarm.eu","kontakt@ifarm.eu","22-456-39-00","","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","","",,,,,"Instytut Farmaceutyczny","1951-12-07",,,,,,,,,,,"Sieć Badawcza Łukasiewicz - Instytut Chemii Przemysłowej imienia Profesora Ignacego Mościckiego","28588547-04c9-4a2a-ae3c-2396a1a5c7a1","387049383","5252836114","0000857893","","","Centrum Łukasiewicz","Włączenie","2020-06-01","Minister Gospodarki","1951-12-07","Przekształcona","2020-06-01","instytut badawczy","1951-12-07","ul. Ludwika Rydygiera 8/-, 01-793 Warszawa, woj. mazowieckie, Polska","1951-12-07"
"1279","cffc30b5-ce5c-43b7-818e-2e14a5dddb4a","Sieć Badawcza Łukasiewicz - Instytut Farmaceutyczny","1951-12-07","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","2020-06-01","","instytut Sieci Łukasiewicz","000044032","5250009128","","","","","http://www.ifarm.eu","kontakt@ifarm.eu","22-456-39-00","","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","","",,,,,"Instytut Farmaceutyczny","1951-12-07",,,,,,,,,,,"Sieć Badawcza Łukasiewicz - Instytut Chemii Przemysłowej imienia Profesora Ignacego Mościckiego","28588547-04c9-4a2a-ae3c-2396a1a5c7a1","387049383","5252836114","0000857893","","","Centrum Łukasiewicz","Włączenie","2020-06-01","Minister Gospodarki","1951-12-07","Przekształcona","2020-06-01","instytut Sieci Łukasiewicz","2019-04-01","ul. Ludwika Rydygiera 8/-, 01-793 Warszawa, woj. mazowieckie, Polska","1951-12-07"
"1280","cffc30b5-ce5c-43b7-818e-2e14a5dddb4a","Sieć Badawcza Łukasiewicz - Instytut Farmaceutyczny","1951-12-07","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","2020-06-01","","instytut Sieci Łukasiewicz","000044032","5250009128","","","","","http://www.ifarm.eu","kontakt@ifarm.eu","22-456-39-00","","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","","",,,,,"Instytut Farmaceutyczny","1951-12-07",,,,,,,,,,,"Sieć Badawcza Łukasiewicz - Instytut Chemii Przemysłowej imienia Profesora Ignacego Mościckiego","28588547-04c9-4a2a-ae3c-2396a1a5c7a1","387049383","5252836114","0000857893","","","Centrum Łukasiewicz","Włączenie","2020-06-01","Minister Rozwoju i Technologii (poprzednio MRPiT)","2015-11-16","Działająca","1951-12-07","instytut badawczy","1951-12-07","ul. Ludwika Rydygiera 8/-, 01-793 Warszawa, woj. mazowieckie, Polska","1951-12-07"
"1281","cffc30b5-ce5c-43b7-818e-2e14a5dddb4a","Sieć Badawcza Łukasiewicz - Instytut Farmaceutyczny","1951-12-07","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","2020-06-01","","instytut Sieci Łukasiewicz","000044032","5250009128","","","","","http://www.ifarm.eu","kontakt@ifarm.eu","22-456-39-00","","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","","",,,,,"Instytut Farmaceutyczny","1951-12-07",,,,,,,,,,,"Sieć Badawcza Łukasiewicz - Instytut Chemii Przemysłowej imienia Profesora Ignacego Mościckiego","28588547-04c9-4a2a-ae3c-2396a1a5c7a1","387049383","5252836114","0000857893","","","Centrum Łukasiewicz","Włączenie","2020-06-01","Minister Rozwoju i Technologii (poprzednio MRPiT)","2015-11-16","Działająca","1951-12-07","instytut Sieci Łukasiewicz","2019-04-01","ul. Ludwika Rydygiera 8/-, 01-793 Warszawa, woj. mazowieckie, Polska","1951-12-07"
"1282","cffc30b5-ce5c-43b7-818e-2e14a5dddb4a","Sieć Badawcza Łukasiewicz - Instytut Farmaceutyczny","1951-12-07","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","2020-06-01","","instytut Sieci Łukasiewicz","000044032","5250009128","","","","","http://www.ifarm.eu","kontakt@ifarm.eu","22-456-39-00","","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","","",,,,,"Instytut Farmaceutyczny","1951-12-07",,,,,,,,,,,"Sieć Badawcza Łukasiewicz - Instytut Chemii Przemysłowej imienia Profesora Ignacego Mościckiego","28588547-04c9-4a2a-ae3c-2396a1a5c7a1","387049383","5252836114","0000857893","","","Centrum Łukasiewicz","Włączenie","2020-06-01","Minister Rozwoju i Technologii (poprzednio MRPiT)","2015-11-16","Przekształcona","2020-06-01","instytut badawczy","1951-12-07","ul. Ludwika Rydygiera 8/-, 01-793 Warszawa, woj. mazowieckie, Polska","1951-12-07"
"1283","cffc30b5-ce5c-43b7-818e-2e14a5dddb4a","Sieć Badawcza Łukasiewicz - Instytut Farmaceutyczny","1951-12-07","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","2020-06-01","","instytut Sieci Łukasiewicz","000044032","5250009128","","","","","http://www.ifarm.eu","kontakt@ifarm.eu","22-456-39-00","","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","","",,,,,"Instytut Farmaceutyczny","1951-12-07",,,,,,,,,,,"Sieć Badawcza Łukasiewicz - Instytut Chemii Przemysłowej imienia Profesora Ignacego Mościckiego","28588547-04c9-4a2a-ae3c-2396a1a5c7a1","387049383","5252836114","0000857893","","","Centrum Łukasiewicz","Włączenie","2020-06-01","Minister Rozwoju i Technologii (poprzednio MRPiT)","2015-11-16","Przekształcona","2020-06-01","instytut Sieci Łukasiewicz","2019-04-01","ul. Ludwika Rydygiera 8/-, 01-793 Warszawa, woj. mazowieckie, Polska","1951-12-07"
"1284","cffc30b5-ce5c-43b7-818e-2e14a5dddb4a","Sieć Badawcza Łukasiewicz - Instytut Farmaceutyczny","1951-12-07","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","2020-06-01","","instytut Sieci Łukasiewicz","000044032","5250009128","","","","","http://www.ifarm.eu","kontakt@ifarm.eu","22-456-39-00","","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","","",,,,,"Instytut Farmaceutyczny","1951-12-07",,,,,,,,,,,"Sieć Badawcza Łukasiewicz - Instytut Chemii Przemysłowej imienia Profesora Ignacego Mościckiego","28588547-04c9-4a2a-ae3c-2396a1a5c7a1","387049383","5252836114","0000857893","","","Centrum Łukasiewicz","Włączenie","2020-06-01","Minister Przedsiębiorczości i Technologii","2018-01-11","Działająca","1951-12-07","instytut badawczy","1951-12-07","ul. Ludwika Rydygiera 8/-, 01-793 Warszawa, woj. mazowieckie, Polska","1951-12-07"
"1285","cffc30b5-ce5c-43b7-818e-2e14a5dddb4a","Sieć Badawcza Łukasiewicz - Instytut Farmaceutyczny","1951-12-07","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","2020-06-01","","instytut Sieci Łukasiewicz","000044032","5250009128","","","","","http://www.ifarm.eu","kontakt@ifarm.eu","22-456-39-00","","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","","",,,,,"Instytut Farmaceutyczny","1951-12-07",,,,,,,,,,,"Sieć Badawcza Łukasiewicz - Instytut Chemii Przemysłowej imienia Profesora Ignacego Mościckiego","28588547-04c9-4a2a-ae3c-2396a1a5c7a1","387049383","5252836114","0000857893","","","Centrum Łukasiewicz","Włączenie","2020-06-01","Minister Przedsiębiorczości i Technologii","2018-01-11","Działająca","1951-12-07","instytut Sieci Łukasiewicz","2019-04-01","ul. Ludwika Rydygiera 8/-, 01-793 Warszawa, woj. mazowieckie, Polska","1951-12-07"
"1286","cffc30b5-ce5c-43b7-818e-2e14a5dddb4a","Sieć Badawcza Łukasiewicz - Instytut Farmaceutyczny","1951-12-07","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","2020-06-01","","instytut Sieci Łukasiewicz","000044032","5250009128","","","","","http://www.ifarm.eu","kontakt@ifarm.eu","22-456-39-00","","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","","",,,,,"Instytut Farmaceutyczny","1951-12-07",,,,,,,,,,,"Sieć Badawcza Łukasiewicz - Instytut Chemii Przemysłowej imienia Profesora Ignacego Mościckiego","28588547-04c9-4a2a-ae3c-2396a1a5c7a1","387049383","5252836114","0000857893","","","Centrum Łukasiewicz","Włączenie","2020-06-01","Minister Przedsiębiorczości i Technologii","2018-01-11","Przekształcona","2020-06-01","instytut badawczy","1951-12-07","ul. Ludwika Rydygiera 8/-, 01-793 Warszawa, woj. mazowieckie, Polska","1951-12-07"
"1287","cffc30b5-ce5c-43b7-818e-2e14a5dddb4a","Sieć Badawcza Łukasiewicz - Instytut Farmaceutyczny","1951-12-07","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","2020-06-01","","instytut Sieci Łukasiewicz","000044032","5250009128","","","","","http://www.ifarm.eu","kontakt@ifarm.eu","22-456-39-00","","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","","",,,,,"Instytut Farmaceutyczny","1951-12-07",,,,,,,,,,,"Sieć Badawcza Łukasiewicz - Instytut Chemii Przemysłowej imienia Profesora Ignacego Mościckiego","28588547-04c9-4a2a-ae3c-2396a1a5c7a1","387049383","5252836114","0000857893","","","Centrum Łukasiewicz","Włączenie","2020-06-01","Minister Przedsiębiorczości i Technologii","2018-01-11","Przekształcona","2020-06-01","instytut Sieci Łukasiewicz","2019-04-01","ul. Ludwika Rydygiera 8/-, 01-793 Warszawa, woj. mazowieckie, Polska","1951-12-07"
"1288","cffc30b5-ce5c-43b7-818e-2e14a5dddb4a","Sieć Badawcza Łukasiewicz - Instytut Farmaceutyczny","1951-12-07","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","2020-06-01","","instytut Sieci Łukasiewicz","000044032","5250009128","","","","","http://www.ifarm.eu","kontakt@ifarm.eu","22-456-39-00","","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","","",,,,,"Instytut Farmaceutyczny","1951-12-07",,,,,,,,,,,"Sieć Badawcza Łukasiewicz - Instytut Chemii Przemysłowej imienia Profesora Ignacego Mościckiego","28588547-04c9-4a2a-ae3c-2396a1a5c7a1","387049383","5252836114","0000857893","","","Centrum Łukasiewicz","Włączenie","2020-06-01","Centrum Łukasiewicz","2019-04-01","Działająca","1951-12-07","instytut badawczy","1951-12-07","ul. Ludwika Rydygiera 8/-, 01-793 Warszawa, woj. mazowieckie, Polska","1951-12-07"
"1289","cffc30b5-ce5c-43b7-818e-2e14a5dddb4a","Sieć Badawcza Łukasiewicz - Instytut Farmaceutyczny","1951-12-07","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","2020-06-01","","instytut Sieci Łukasiewicz","000044032","5250009128","","","","","http://www.ifarm.eu","kontakt@ifarm.eu","22-456-39-00","","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","","",,,,,"Instytut Farmaceutyczny","1951-12-07",,,,,,,,,,,"Sieć Badawcza Łukasiewicz - Instytut Chemii Przemysłowej imienia Profesora Ignacego Mościckiego","28588547-04c9-4a2a-ae3c-2396a1a5c7a1","387049383","5252836114","0000857893","","","Centrum Łukasiewicz","Włączenie","2020-06-01","Centrum Łukasiewicz","2019-04-01","Działająca","1951-12-07","instytut Sieci Łukasiewicz","2019-04-01","ul. Ludwika Rydygiera 8/-, 01-793 Warszawa, woj. mazowieckie, Polska","1951-12-07"
"1290","cffc30b5-ce5c-43b7-818e-2e14a5dddb4a","Sieć Badawcza Łukasiewicz - Instytut Farmaceutyczny","1951-12-07","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","2020-06-01","","instytut Sieci Łukasiewicz","000044032","5250009128","","","","","http://www.ifarm.eu","kontakt@ifarm.eu","22-456-39-00","","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","","",,,,,"Instytut Farmaceutyczny","1951-12-07",,,,,,,,,,,"Sieć Badawcza Łukasiewicz - Instytut Chemii Przemysłowej imienia Profesora Ignacego Mościckiego","28588547-04c9-4a2a-ae3c-2396a1a5c7a1","387049383","5252836114","0000857893","","","Centrum Łukasiewicz","Włączenie","2020-06-01","Centrum Łukasiewicz","2019-04-01","Przekształcona","2020-06-01","instytut badawczy","1951-12-07","ul. Ludwika Rydygiera 8/-, 01-793 Warszawa, woj. mazowieckie, Polska","1951-12-07"
"1291","cffc30b5-ce5c-43b7-818e-2e14a5dddb4a","Sieć Badawcza Łukasiewicz - Instytut Farmaceutyczny","1951-12-07","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","2020-06-01","","instytut Sieci Łukasiewicz","000044032","5250009128","","","","","http://www.ifarm.eu","kontakt@ifarm.eu","22-456-39-00","","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","","",,,,,"Instytut Farmaceutyczny","1951-12-07",,,,,,,,,,,"Sieć Badawcza Łukasiewicz - Instytut Chemii Przemysłowej imienia Profesora Ignacego Mościckiego","28588547-04c9-4a2a-ae3c-2396a1a5c7a1","387049383","5252836114","0000857893","","","Centrum Łukasiewicz","Włączenie","2020-06-01","Centrum Łukasiewicz","2019-04-01","Przekształcona","2020-06-01","instytut Sieci Łukasiewicz","2019-04-01","ul. Ludwika Rydygiera 8/-, 01-793 Warszawa, woj. mazowieckie, Polska","1951-12-07"
"1292","cffc30b5-ce5c-43b7-818e-2e14a5dddb4a","Sieć Badawcza Łukasiewicz - Instytut Farmaceutyczny","1951-12-07","Centrum Łukasiewicz","Instytucja naukowa","Nie","","","2020-06-01","","instytut Sieci Łukasiewicz","000044032","5250009128","","","","","http://www.ifarm.eu","kontakt@ifarm.eu","22-456-39-00","","Polska","mazowieckie","ul. Ludwika Rydygiera","8","01-793","Warszawa","","",,,,,"Sieć Badawcza Łukasiewicz - Instytut Farmaceutyczny","2019-04-01",,,,,,,,,,,"Sieć Badawcza Łukasiewicz - Instytut Chemii Przemysłowej imienia Profesora Ignacego Mościckiego","28588547-04c9-4a2a-ae3c-2396a1a5c7a1","387049383","5252836114","0000857893","","","Centrum Łukasiewicz","Włączenie","2020-06-01","Minister Gospodarki","1951-12-07","Działająca","1951-12-07","instytut badawczy","1951-12-07","ul. Ludwika Rydygiera 8/-, 01-793 Warszawa, woj. mazowieckie, Polska","1951-12-07"
